batch_size,batch_index,distribution,n,seed,incremental_time,static_rebuild_time,speedup,result_match,affected_block_rows,inc_is_repair,static_is_repair
10,17,zipf,1000000,1,8.923315000000002,0.7105306999983441,0.07962631600457272,True,10,False,False
10,18,zipf,1000000,1,6.762061299999914,0.6121121999967727,0.09052153963714887,True,10,False,False
10,19,zipf,1000000,1,11.55874760000006,0.9326628000017081,0.08068891477496258,True,11,False,False
10,20,zipf,1000000,1,9.202857300002506,0.8601783000012801,0.09346861218863471,True,11,False,False
10,21,zipf,1000000,1,8.53501359999791,1.0193846999973175,0.11943562690955374,True,10,False,False
10,22,zipf,1000000,1,9.038179999999556,1.1069028999991133,0.12246966756572314,True,10,False,False
10,23,zipf,1000000,1,10.98944439999832,1.0670390000013867,0.09709671946668659,True,11,False,False
10,24,zipf,1000000,1,6.857322500000009,1.1870153000018036,0.1731018630087475,True,11,False,False
10,25,zipf,1000000,1,10.399201899999753,1.0820658999982697,0.10405278312735668,True,10,False,False
10,26,zipf,1000000,1,9.282760699999926,1.0169677000012598,0.10955444537111335,True,12,False,False
10,27,zipf,1000000,1,6.465320299997984,1.0900229000035324,0.16859534399306902,True,10,False,False
10,28,zipf,1000000,1,9.965237000000343,1.2057323999979417,0.12099385092375627,True,12,False,False
10,29,zipf,1000000,1,12.075774299999466,1.392571799999132,0.11531946237179952,True,11,False,False
10,30,zipf,1000000,1,9.35609089999707,0.7615253999974811,0.08139354439124993,True,12,False,False
10,31,zipf,1000000,1,10.285344600000826,1.3341308999988541,0.12971183289267207,True,11,False,False
10,32,zipf,1000000,1,9.080931199998304,1.2435564000006707,0.13694150661563242,True,12,False,False
10,33,zipf,1000000,1,1.895281499997509,1.2368181000019831,0.6525775194891148,True,10,False,False
10,34,zipf,1000000,1,10.481561900000088,1.3274540000020352,0.12664658308243393,True,11,False,False
10,35,zipf,1000000,1,9.581901800000196,0.8590616999972553,0.08965461324152141,True,10,False,False
10,36,zipf,1000000,1,11.358102499998495,1.2937570000030973,0.11390608598604114,True,10,False,False
10,37,zipf,1000000,1,7.119948799998383,1.2398737000003166,0.17414081685539623,True,10,False,False
10,38,zipf,1000000,1,9.24502709999797,1.91615979999915,0.20726383809081217,True,10,False,False
10,39,zipf,1000000,1,5.070695200000046,1.2338360000030661,0.2433267927449189,True,11,False,False
10,40,zipf,1000000,1,8.858321200001228,1.0579556000011507,0.11943071109241377,True,11,False,False
10,41,zipf,1000000,1,5.978350800000044,1.0173194000017247,0.1701672307355596,True,10,False,False
10,42,zipf,1000000,1,9.535124099998939,0.9915461000018695,0.10398879863577024,True,11,False,False
10,43,zipf,1000000,1,10.737038600000233,0.9922179999994114,0.09241076957657486,True,11,False,False
10,44,zipf,1000000,1,8.583987599999091,1.083464899998944,0.1262192992915156,True,10,False,False
10,45,zipf,1000000,1,8.406724599997688,0.873049899997568,0.10385137393436299,True,11,False,False
10,46,zipf,1000000,1,9.105641399997694,1.15884929999811,0.1272671796627532,True,13,False,False
10,47,zipf,1000000,1,8.53812040000048,0.9213119999985793,0.10790571657885352,True,11,False,False
10,48,zipf,1000000,1,13.307261099998868,1.2430691000008665,0.09341284360919108,True,10,False,False
10,49,zipf,1000000,1,4.335819100000663,1.0639769000008528,0.24539236427107627,True,10,False,False
100,0,zipf,1000000,1,89.10058469999785,0.9061289000019315,0.010169730120771624,True,109,False,False
100,1,zipf,1000000,1,86.34572829999888,0.8665169999985665,0.010035435649902065,True,104,False,False
100,2,zipf,1000000,1,80.73005879999982,0.6839975000002596,0.00847264959505097,True,101,False,False
100,3,zipf,1000000,1,70.69800269999905,0.7186279999987164,0.010164756747770556,True,101,False,False
100,4,zipf,1000000,1,64.17312179999863,0.7263227000003099,0.011318176202553471,True,100,False,False
100,5,zipf,1000000,1,87.52371549999953,0.739942100000917,0.008454189767582719,True,100,False,False
100,6,zipf,1000000,1,93.63473200000226,0.7226269999991928,0.007717510207635083,True,101,False,False
100,7,zipf,1000000,1,95.68156140000065,0.7054301999996824,0.007372686959513577,True,101,False,False
100,8,zipf,1000000,1,82.65717550000045,0.7159763999989082,0.008661999344496163,True,100,False,False
100,9,zipf,1000000,1,70.66864209999767,0.8287899999995716,0.011727832534645504,True,101,False,False
100,10,zipf,1000000,1,81.84416000000056,0.8582545000026585,0.01048644765860695,True,103,False,False
100,11,zipf,1000000,1,86.27766039999915,0.7536087000007683,0.008734690956000653,True,101,False,False
100,12,zipf,1000000,1,84.3027983000029,0.8140246000002662,0.009655961799790436,True,100,False,False
100,13,zipf,1000000,1,77.46769270000004,0.830189700001938,0.010716592569975142,True,101,False,False
100,14,zipf,1000000,1,96.04891560000033,0.9833056999996188,0.01023755129203786,True,102,False,False
100,15,zipf,1000000,1,75.65578219999952,0.7932672000024468,0.010485215761901829,True,104,False,False
100,16,zipf,1000000,1,94.67336189999696,0.9931967999982589,0.010490773540368918,True,102,False,False
100,17,zipf,1000000,1,83.81452920000083,0.8235698999997112,0.0098260994586569,True,108,False,False
